score,lateness,num_posts,avg_post_length,category
30,42,11,370.0,type1
30,29,7,511.142857143,type1
40,-45,8,894.5,type1
30,54,4,783.75,type1
40,-10,4,843.25,type1
40,40,9,395.777777778,type1
50,30,4,365.25,type1
50,-20,5,734.4,type1
50,-40,7,506.142857143,type1
40,-26,7,476.857142857,type1
50,-3,7,553.714285714,type1
30,18,5,679.2,type1
50,70,4,830.25,type1
40,-42,7,598.571428571,type1
40,29,2,335.5,type1
40,-10,5,640.6,type1
50,-37,3,978.0,type1
30,26,2,1355.5,type1
30,-47,3,1240.0,type1
40,-42,3,1188.33333333,type1
40,7,3,1184.33333333,type1
40,7,2,1452.0,type1
50,43,3,1015.66666667,type1
30,-32,2,1687.5,type1
40,-28,3,1162.66666667,type1
40,8,4,924.5,type1
50,9,7,613.857142857,type1
50,59,5,336.8,type1
50,-20,6,362.5,type1
50,1,8,638.375,type1
50,-29,6,541.5,type1
50,-16,5,504.4,type1
50,-32,5,630.0,type1
40,-42,6,566.166666667,type1
50,-24,6,864.333333333,type1
50,-35,6,790.0,type1
50,-35,5,293.6,type1
50,-18,6,942.666666667,type1
50,-32,5,554.6,type1
50,-38,5,544.4,type1
50,-33,6,781.666666667,type1
50,-22,3,707.333333333,type1
50,-31,5,535.4,type1
50,-40,1,2673.0,type1
40,43,2,478.0,type1
40,-14,4,584.0,type1
50,-28,4,562.5,type1
50,28,4,562.5,type1
40,-22,2,1535.5,type1
50,-21,3,840.0,type1
50,-48,4,629.0,type1
50,-14,2,1375.5,type1
40,-27,1,2149.0,type1
50,-38,2,1218.5,type1
50,41,5,556.4,type1
50,-20,2,1614.0,type1
40,18,2,1654.0,type1
40,43,4,301.5,type1
40,51,3,593.333333333,type1
50,30,3,1002.0,type1
50,55,3,569.0,type1
40,37,5,674.4,type1
40,-14,7,747.285714286,type1
50,-6,6,262.0,type1
50,39,4,448.0,type1
40,60,5,298.4,type1
50,5,3,268.333333333,type1
40,61,4,463.25,type1
40,-17,4,459.25,type1
30,62,4,421.25,type1
40,39,5,386.0,type1
50,30,2,745.5,type1
40,-32,2,980.0,type1
50,33,3,559.666666667,type1
50,-6,2,327.5,type1
50,10,3,409.333333333,type1
40,24,1,1281.0,type1
40,-29,6,287.666666667,type1
50,21,4,553.5,type1
40,16,3,600.666666667,type1
50,51,2,873.0,type1
30,-26,5,387.2,type1
40,16,2,762.5,type1
50,-16,3,632.666666667,type1
30,8,1,1460.0,type1
30,67,1,1716.0,type1
50,-36,8,547.0,type1
0,0,0,0.0,type1
50,-39,2,1129.5,type1
50,67,5,468.4,type1
50,-38,3,1015.33333333,type1
50,56,6,705.5,type1
0,0,0,0.0,type1
50,-21,4,568.75,type1
0,0,0,0.0,type1
50,20,4,633.25,type1
50,-21,4,256.0,type1
40,-16,6,508.5,type1
50,9,8,374.125,type1
50,-28,8,415.25,type1
0,0,0,0.0,type1
50,22,4,578.75,type1
40,-40,3,816.333333333,type1
50,6,2,1298.5,type1
50,-18,2,568.0,type1
0,0,0,0.0,type1
50,-19,1,2163.0,type1
50,3,2,1143.5,type1
50,-2,4,843.75,type1
40,-41,2,1251.0,type1
40,-7,2,1351.5,type1
50,24,1,2272.0,type1
40,49,2,1291.0,type1
50,-23,2,1213.0,type1
50,-20,1,2438.0,type1
50,70,1,2503.0,type1
40,46,4,575.0,type1
40,-6,5,154.0,type1
30,61,4,423.0,type1
50,-6,6,801.666666667,type1
30,-45,3,647.333333333,type1
40,24,6,789.833333333,type1
50,-7,4,1299.5,type1
50,58,3,466.333333333,type1
50,-17,8,522.25,type1
30,-16,5,669.4,type1
40,26,3,239.0,type1
40,-4,6,388.666666667,type1
30,1,5,722.8,type1
30,-43,5,521.6,type1
40,-48,7,443.857142857,type1
40,19,3,503.666666667,type1
40,-26,3,511.666666667,type1
40,28,2,1086.0,type1
50,-21,2,296.5,type1
30,3,3,600.666666667,type1
40,54,1,971.0,type1
50,52,3,625.333333333,type1
40,71,3,813.666666667,type1
40,39,1,1240.0,type1
40,61,2,751.0,type1
40,16,5,418.8,type1
40,58,2,917.0,type1
50,19,2,763.0,type1
40,-15,2,825.5,type1
30,43,2,1046.0,type1
40,-16,6,872.666666667,type1
50,-45,6,357.5,type1
50,-18,5,409.4,type1
50,-42,6,340.833333333,type1
50,-40,6,425.333333333,type1
50,-39,4,357.25,type1
50,-2,5,676.4,type1
50,-32,3,541.666666667,type1
40,-20,2,683.5,type1
50,-2,7,304.714285714,type1
50,-14,2,143.0,type1
40,-36,4,439.25,type1
50,-3,4,557.5,type1
50,-9,8,581.75,type1
50,-9,2,1507.5,type1
50,-23,3,637.0,type1
50,-47,3,534.333333333,type1
40,-6,5,425.0,type1
50,-28,2,256.5,type1
50,-8,3,551.333333333,type1
50,-12,1,1555.0,type1
50,-9,1,1022.0,type1
50,-27,3,673.0,type1
50,-17,1,1419.0,type1
50,-20,1,1685.0,type1
50,-15,2,758.0,type1
40,-11,1,1418.0,type1
50,-36,1,1762.0,type1
50,-16,2,815.0,type1
50,-27,2,741.0,type1
50,-2,4,492.75,type1
50,-43,5,320.0,type1
40,32,4,450.5,type1
40,-26,5,336.0,type1
40,-19,4,466.5,type1
50,-41,5,748.2,type1
50,-48,8,456.125,type1
40,-12,3,537.0,type1
50,29,4,390.75,type1
50,-29,3,518.0,type1
50,65,4,296.75,type1
40,-12,5,372.2,type1
30,44,2,935.5,type1
30,-11,2,839.0,type1
50,-14,2,838.5,type1
50,-10,3,500.333333333,type1
50,-41,5,363.2,type1
50,-40,7,308.285714286,type1
30,-38,2,419.0,type1
30,-9,3,447.666666667,type1
50,-11,4,379.0,type1
40,-20,2,531.0,type1
30,-48,1,1965.0,type1
30,57,2,822.5,type1
40,-14,1,1667.0,type1
40,-27,1,1458.0,type1
50,-28,4,392.0,type1
50,-43,2,904.0,type1
40,34,2,947.0,type1
30,-26,4,569.25,type1
40,-26,4,839.75,type1
30,-12,5,356.6,type1
30,-20,7,320.714285714,type1
50,-14,4,614.75,type1
30,48,1,993.0,type1
30,-34,3,410.0,type1
0,0,0,0.0,type1
40,-22,3,426.666666667,type1
40,-7,5,549.4,type1
50,-31,6,279.833333333,type1
40,-48,1,603.0,type1
0,0,0,0.0,type1
40,-2,7,429.428571429,type1
50,-21,4,658.25,type1
0,0,0,0.0,type1
40,-21,1,1106.0,type1
0,0,0,0.0,type1
40,-15,2,698.5,type1
50,18,3,250.0,type1
40,-43,2,724.5,type1
0,0,0,0.0,type1
50,-4,1,1082.0,type1
40,-2,3,571.0,type1
30,-31,3,523.0,type1
40,27,1,1239.0,type1
50,35,2,511.0,type1
40,58,1,1386.0,type1
40,-9,2,745.5,type1
50,-12,2,659.0,type1
40,-35,2,845.0,type1
50,-20,8,754.5,type1
50,-4,7,150.857142857,type1
50,-23,8,290.0,type1
50,-12,6,1045.0,type1
40,-18,6,402.166666667,type1
50,-15,5,764.0,type1
0,0,0,0.0,type1
50,-44,3,713.666666667,type1
50,-19,5,476.6,type1
50,-13,3,1274.0,type1
50,-5,3,314.333333333,type1
50,-11,2,1172.0,type1
40,-26,2,985.5,type1
50,-41,6,983.666666667,type1
50,-14,4,1332.5,type1
0,0,0,0.0,type1
50,-9,4,582.0,type1
40,-16,3,768.333333333,type1
50,-14,1,475.0,type1
40,-1,2,928.0,type1
50,-19,2,1101.0,type1
50,-34,1,1581.0,type1
50,-24,3,825.333333333,type1
50,-28,4,621.5,type1
50,-35,1,2248.0,type1
50,-18,2,974.0,type1
50,-13,2,917.5,type1
50,-12,5,531.6,type1
50,-6,2,1159.0,type1
0,0,0,0.0,type1
50,-22,7,405.285714286,type1
50,-5,5,342.4,type1
50,-39,3,854.0,type1
40,-14,6,1126.66666667,type1
50,-44,4,686.75,type1
50,-45,5,542.6,type1
50,-31,8,358.875,type1
50,-15,4,574.0,type1
50,-20,5,606.2,type1
50,-16,9,346.666666667,type1
50,-5,6,271.833333333,type1
50,-26,5,595.2,type1
50,-19,4,621.25,type1
50,-15,7,425.285714286,type1
50,-25,4,529.75,type1
50,-3,4,617.0,type1
50,-4,4,618.25,type1
50,-33,1,2636.0,type1
50,-40,2,560.0,type1
50,-41,3,835.333333333,type1
50,-24,2,1179.5,type1
40,-21,1,2034.0,type1
50,-29,3,934.333333333,type1
50,-13,1,2449.0,type1
40,-41,2,1086.5,type1
50,-15,2,1155.5,type1
50,-22,2,884.0,type1
50,-4,2,1380.5,type1
50,-37,5,617.4,type1
40,-19,4,722.0,type1
0,0,0,0.0,type1
50,-8,1,479.0,type1
50,-3,4,228.25,type1
30,-12,3,253.0,type1
40,-40,1,346.0,type1
40,-15,3,334.0,type1
40,-30,3,414.333333333,type1
50,-37,3,152.333333333,type1
50,-28,1,359.0,type1
0,0,0,0.0,type1
50,-39,1,305.0,type1
0,0,0,0.0,type1
50,-44,4,246.0,type1
40,-48,2,461.0,type1
40,-17,4,353.5,type1
40,-27,1,216.0,type1
40,-2,1,941.0,type1
40,-31,1,744.0,type1
50,-21,3,147.333333333,type1
40,-13,2,153.0,type1
30,-16,3,275.333333333,type1
40,-30,1,630.0,type1
40,-18,3,296.0,type1
50,-6,3,177.333333333,type1
40,-21,1,520.0,type1
40,-22,2,471.0,type1
40,-34,1,633.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
40,-7,4,271.75,type1
40,-41,4,912.75,type1
50,-31,4,315.5,type1
50,-35,3,633.0,type1
40,-24,6,643.333333333,type1
40,-18,4,497.5,type1
50,-13,6,355.0,type1
50,-37,4,587.0,type1
50,-6,3,503.666666667,type1
50,-15,4,475.75,type1
50,-7,4,582.5,type1
50,-33,5,180.2,type1
40,-20,5,395.0,type1
50,-6,2,1004.0,type1
40,-6,3,686.333333333,type1
50,-12,6,669.0,type1
50,-12,4,545.25,type1
50,-16,1,2021.0,type1
40,-39,3,799.0,type1
50,-28,5,157.6,type1
50,-43,1,1495.0,type1
50,-31,2,1008.5,type1
50,-7,2,842.0,type1
50,-1,1,2447.0,type1
40,-3,2,1088.5,type1
50,-18,2,1030.0,type1
50,-39,2,892.5,type1
50,-39,2,1081.5,type1
50,-17,2,800.0,type1
50,-23,2,1097.0,type1
50,-10,2,1281.0,type1
0,0,0,0.0,type1
40,-18,3,166.333333333,type1
40,-39,3,292.666666667,type1
50,-27,2,603.5,type1
50,-34,1,413.0,type1
40,-42,4,436.75,type1
40,-26,1,906.0,type1
40,-29,2,256.5,type1
50,-21,4,311.75,type1
0,0,0,0.0,type1
50,-47,4,113.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
40,-34,4,470.0,type1
0,0,0,0.0,type1
50,-31,2,671.5,type1
40,-27,1,429.0,type1
40,-42,1,1048.0,type1
40,-7,4,150.75,type1
40,-38,2,419.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
50,-39,2,506.5,type1
40,-5,3,332.666666667,type1
40,-23,3,301.333333333,type1
40,-39,1,891.0,type1
50,-38,1,622.0,type1
40,-35,2,164.5,type1
0,0,0,0.0,type1
50,-28,1,691.0,type1
30,-27,5,921.0,type1
40,-29,5,189.4,type1
40,-5,5,402.4,type1
40,-3,9,627.777777778,type1
50,-5,5,380.0,type1
40,-17,4,516.5,type1
50,-6,4,370.0,type1
40,-10,4,579.0,type1
40,-12,7,530.714285714,type1
40,-1,6,477.5,type1
30,-8,2,267.5,type1
40,-39,8,307.625,type1
50,-12,8,463.5,type1
40,-9,4,422.25,type1
40,-14,6,815.0,type1
50,-28,3,465.333333333,type1
40,-29,3,620.0,type1
30,-31,3,582.666666667,type1
40,-4,2,366.0,type1
50,-39,3,401.0,type1
40,-31,2,729.5,type1
50,-48,2,637.0,type1
50,-25,2,961.0,type1
50,-23,2,1042.5,type1
50,-22,2,874.5,type1
50,-28,2,833.5,type1
40,-28,3,489.666666667,type1
50,-19,4,440.25,type1
40,-10,2,1037.0,type1
40,-44,4,578.5,type1
50,-44,5,358.8,type1
40,-15,1,446.0,type1
50,-45,6,168.5,type1
50,-48,2,446.5,type1
50,-32,2,331.5,type1
50,-23,2,524.5,type1
50,-6,3,401.0,type1
50,-8,4,211.25,type1
50,-19,1,931.0,type1
50,-31,1,553.0,type1
50,-21,2,150.5,type1
50,-41,3,600.333333333,type1
50,-6,2,204.0,type1
50,-1,3,528.333333333,type1
50,-10,2,483.0,type1
50,-1,2,325.0,type1
50,-48,6,211.666666667,type1
50,-7,3,491.333333333,type1
50,-39,3,189.333333333,type1
40,-20,3,339.666666667,type1
50,-6,1,667.0,type1
40,19,2,418.5,type1
50,-44,1,1023.0,type1
50,-47,1,527.0,type1
50,-14,1,760.0,type1
50,-36,1,761.0,type1
50,-7,1,536.0,type1
50,-27,3,268.333333333,type1
50,-18,3,315.333333333,type1
50,-25,1,726.0,type1
50,33,7,519.142857143,type1
0,0,0,0.0,type1
50,59,4,544.75,type1
50,-32,4,469.5,type1
50,39,2,1026.5,type1
50,63,5,1030.0,type1
50,-44,3,1184.66666667,type1
40,67,1,1552.0,type1
50,46,5,417.4,type1
50,24,6,370.333333333,type1
50,-33,2,445.5,type1
50,-28,6,447.5,type1
50,6,6,388.5,type1
50,-14,4,887.5,type1
50,-5,3,653.0,type1
40,28,1,1666.0,type1
50,60,2,1009.0,type1
50,17,2,1032.0,type1
50,-16,4,216.0,type1
50,-15,2,800.5,type1
50,34,1,1175.0,type1
50,24,4,430.25,type1
40,-37,2,1142.0,type1
50,57,2,955.0,type1
50,8,2,969.0,type1
40,5,3,659.666666667,type1
50,27,3,757.666666667,type1
50,-27,3,835.666666667,type1
50,39,2,937.0,type1
50,46,3,788.0,type1
50,-41,8,738.375,type1
50,-20,5,424.0,type1
50,-46,2,1006.5,type1
50,24,7,901.0,type1
40,19,3,597.333333333,type1
50,48,7,891.714285714,type1
50,-2,5,902.0,type1
50,-35,2,947.0,type1
50,47,3,1288.66666667,type1
50,59,5,851.0,type1
50,70,1,889.0,type1
50,52,4,913.25,type1
50,-48,4,497.0,type1
50,-23,5,743.0,type1
50,-16,4,526.75,type1
40,-43,2,980.0,type1
50,67,4,583.25,type1
40,-40,4,609.0,type1
50,-15,3,350.0,type1
50,-17,2,1009.0,type1
40,-38,5,442.4,type1
50,71,3,541.0,type1
50,-45,5,589.0,type1
50,8,1,2274.0,type1
50,72,2,970.0,type1
50,-32,1,1928.0,type1
50,47,3,652.333333333,type1
50,60,3,785.0,type1
50,-47,1,2176.0,type1
50,60,2,1225.0,type1
40,4,3,496.666666667,type1
50,5,5,443.8,type1
50,-2,6,301.0,type1
40,66,3,1311.33333333,type1
50,-34,5,462.8,type1
40,19,4,372.0,type1
50,62,4,501.75,type1
40,66,6,286.833333333,type1
50,18,4,448.5,type1
50,23,5,331.0,type1
50,-3,5,146.6,type1
50,-2,1,1848.0,type1
50,-47,2,800.5,type1
50,23,6,875.333333333,type1
50,-25,4,922.5,type1
40,-18,5,335.4,type1
50,-29,4,506.5,type1
50,12,2,984.5,type1
50,3,2,584.5,type1
40,25,1,1517.0,type1
50,-14,3,667.0,type1
50,16,3,569.0,type1
50,-41,2,910.5,type1
40,29,2,778.5,type1
50,2,2,845.0,type1
40,-21,2,918.5,type1
50,42,5,304.0,type1
50,-45,3,670.333333333,type1
50,-9,3,604.333333333,type1
50,-13,2,857.0,type1
40,-40,3,488.666666667,type1
50,-6,2,354.0,type1
30,-16,1,744.0,type1
0,0,0,0.0,type1
40,-19,1,1068.0,type1
30,58,5,362.8,type1
50,-27,5,647.6,type1
0,0,0,0.0,type1
40,-29,3,402.333333333,type1
50,-17,3,632.666666667,type1
30,-22,2,145.5,type1
40,-14,3,732.666666667,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
40,-24,5,443.6,type1
50,15,2,463.0,type1
30,-10,4,357.0,type1
0,0,0,0.0,type1
30,24,1,7.0,type1
40,-24,3,546.0,type1
50,15,1,801.0,type1
0,0,0,0.0,type1
50,-34,1,1284.0,type1
50,-2,1,963.0,type1
40,-17,1,995.0,type1
50,-26,4,408.75,type1
40,30,1,894.0,type1
40,-2,1,1130.0,type1
40,-43,4,358.75,type1
40,-44,4,327.0,type1
0,0,0,0.0,type1
50,-7,4,403.5,type1
50,-41,3,681.666666667,type1
50,7,4,1404.25,type1
50,61,7,411.714285714,type1
50,-32,6,970.166666667,type1
40,-14,3,1321.33333333,type1
50,-19,5,629.6,type1
50,-34,6,435.0,type1
40,2,4,529.25,type1
50,71,5,204.6,type1
50,60,2,1048.0,type1
50,-33,5,509.6,type1
50,43,6,716.166666667,type1
50,-8,3,1339.33333333,type1
50,-7,2,1072.5,type1
50,-30,3,720.666666667,type1
0,0,0,0.0,type1
50,-9,5,217.0,type1
50,60,3,624.333333333,type1
50,52,2,894.5,type1
50,7,2,870.0,type1
50,-17,2,1391.0,type1
50,-29,3,679.333333333,type1
50,52,2,1139.5,type1
50,-5,6,380.0,type1
50,-32,3,602.666666667,type1
50,-30,1,2134.0,type1
50,11,6,462.333333333,type1
40,-31,5,607.6,type1
0,0,0,0.0,type1
30,71,4,268.5,type1
0,0,0,0.0,type1
40,-46,6,296.166666667,type1
0,0,0,0.0,type1
30,-32,5,657.0,type1
0,0,0,0.0,type1
50,-36,3,384.0,type1
40,-20,4,479.5,type1
0,0,0,0.0,type1
50,70,2,332.0,type1
50,25,4,461.0,type1
50,67,6,331.666666667,type1
40,1,5,352.6,type1
40,-45,1,1693.0,type1
40,-20,6,341.666666667,type1
40,49,3,585.333333333,type1
40,-1,3,777.666666667,type1
40,10,2,341.5,type1
50,27,3,604.666666667,type1
30,51,3,614.0,type1
40,-41,2,768.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
40,6,2,923.5,type1
30,58,2,772.0,type1
50,-3,2,696.5,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
50,-35,5,472.0,type1
50,-44,4,234.75,type1
50,-31,1,1506.0,type1
50,-39,4,550.25,type1
50,-3,3,610.666666667,type1
50,-35,6,370.666666667,type1
50,-27,2,856.5,type1
50,-43,3,426.333333333,type1
50,-44,7,516.857142857,type1
50,-8,3,438.0,type1
40,-11,3,322.333333333,type1
50,-48,5,357.8,type1
50,-17,5,443.2,type1
50,-21,5,869.8,type1
50,-28,5,743.8,type1
40,-12,3,508.0,type1
50,-25,2,691.0,type1
50,-7,2,839.0,type1
50,-10,5,158.6,type1
50,-40,3,509.0,type1
50,-31,1,1206.0,type1
40,-20,6,341.666666667,type1
50,-46,3,679.0,type1
40,-20,2,731.5,type1
50,-45,1,1796.0,type1
40,-33,1,1734.0,type1
50,-10,3,677.666666667,type1
50,-7,3,743.333333333,type1
40,-37,2,775.0,type1
50,-19,2,870.5,type1
50,-25,7,580.142857143,type1
50,-13,7,163.0,type1
40,-47,3,689.333333333,type1
50,-3,7,640.285714286,type1
50,-25,2,1162.5,type1
50,-41,3,700.666666667,type1
50,-22,6,438.166666667,type1
40,-34,4,537.25,type1
40,-45,4,575.0,type1
0,0,0,0.0,type1
0,0,0,0.0,type1
50,-3,2,1033.0,type1
50,-4,7,397.428571429,type1
50,-27,6,628.833333333,type1
40,-35,3,683.0,type1
0,0,0,0.0,type1
50,-25,1,1859.0,type1
50,-44,2,1135.5,type1
50,-46,2,421.0,type1
50,-16,3,735.666666667,type1
50,-34,2,1001.5,type1
50,-24,3,660.333333333,type1
50,-11,2,1391.5,type1
0,0,0,0.0,type1
40,-10,3,763.0,type1
40,-46,4,566.25,type1
0,0,0,0.0,type1
50,-9,2,1045.5,type1
0,0,0,0.0,type1
50,-43,4,745.0,type1
50,-22,8,356.625,type1
50,-44,3,265.333333333,type1
40,-26,4,537.25,type1
50,-33,5,740.0,type1
50,-44,4,475.25,type1
50,-2,7,777.0,type1
50,-15,7,693.571428571,type1
40,-31,4,627.75,type1
50,-9,4,549.75,type1
50,-22,3,549.333333333,type1
50,-4,2,395.0,type1
50,-22,4,884.25,type1
40,-15,5,759.2,type1
50,-1,4,522.75,type1
50,-29,7,337.285714286,type1
50,-47,2,952.0,type1
40,-33,4,503.0,type1
50,-45,2,1056.0,type1
50,-17,2,520.0,type1
50,-37,3,677.666666667,type1
50,-20,2,773.5,type1
50,-35,1,1813.0,type1
50,-17,4,612.25,type1
50,-8,2,956.0,type1
50,-15,4,599.75,type1
50,-4,1,1940.0,type1
50,-37,1,1825.0,type1
50,-23,1,2035.0,type1
40,-32,2,1058.0,type1
50,-16,2,1289.5,type1
50,-21,4,562.25,type1
40,-34,2,286.5,type1
40,-21,2,488.5,type1
40,-5,3,677.666666667,type1
40,-27,1,1151.0,type1
30,-22,3,393.666666667,type1
50,-9,3,658.666666667,type1
40,-19,5,237.8,type1
50,-37,2,474.5,type1
50,-47,3,323.333333333,type1
40,-12,3,226.0,type1
50,-34,1,1061.0,type1
40,-46,3,375.333333333,type1
50,-41,1,1129.0,type1
40,-18,5,367.8,type1
40,-48,2,333.5,type1
30,-13,4,317.0,type1
40,-41,1,1187.0,type1
50,-15,1,427.0,type1
40,-25,1,639.0,type1
40,-2,1,985.0,type1
40,-4,5,248.2,type1
50,-36,1,933.0,type1
50,-30,1,1061.0,type1
30,-20,1,846.0,type1
40,-20,1,960.0,type1
50,-43,1,896.0,type1
50,-17,1,1077.0,type1
50,-16,2,365.5,type1
